"Object","Close-Approach (CA) Date","CA Distance Nominal (LD | au)","CA Distance Minimum (LD | au)","V relative (km/s)","V infinity (km/s)","H (mag)","Estimated Diameter",""
"(2007 UD6)","2007-Oct-18 19:24 ± < 00:01","0.50 | 0.00128","0.50 | 0.00128","6.36","6.02","28.3","5.8 m -   13 m","bK07U06D"
"(2018 FZ3)","2018-Mar-23 16:19 ± < 00:01","0.50 | 0.00129","0.50 | 0.00128","14.11","13.96","27.6","8.0 m -   18 m","bK18F03Z"
"(2016 WT)","2016-Nov-17 06:54 ± < 00:01","0.50 | 0.00129","0.50 | 0.00129","10.95","10.76","29.7","3.1 m -  6.8 m","bK16W00T"
"(2018 GE3)","2018-Apr-15 06:41 ± < 00:01","0.50 | 0.00129","0.50 | 0.00129","29.58","29.51","23.8","46 m -  100 m","bK18G03E"
"(2020 DA1)","2020-Feb-18 10:32 ± < 00:01","0.50 | 0.00129","0.50 | 0.00129","19.07","18.96","29.7","3.0 m -  6.7 m","bK20D01A"
"(2017 UA52)","2017-Oct-21 06:25 ±    03:00","0.51 | 0.00132","0.50 | 0.00130","9.25","9.03","28.5","5.3 m -   12 m","bK17U52A"
"(2018 YO2)","2018-Dec-28 06:27 ± < 00:01","0.51 | 0.00131","0.51 | 0.00131","4.30","3.79","29.7","3.1 m -  6.8 m","bK18Y02O"
"(2015 LF)","2015-Jun-08 23:49 ± < 00:01","0.51 | 0.00132","0.51 | 0.00131","16.76","16.64","26.6","13 m -   28 m","bK15L00F"
"(2020 BA13)","2020-Jan-27 16:56 ± < 00:01","0.51 | 0.00132","0.51 | 0.00132","10.31","10.11","28.8","4.6 m -   10 m","bK20B13A"
"(2018 VJ10)","2018-Nov-14 20:39 ± < 00:01","0.52 | 0.00133","0.51 | 0.00132","13.50","13.35","28.6","5.1 m -   11 m","bK18V10J"
"(2017 SQ2)","2017-Sep-14 16:14 ± < 00:01","0.52 | 0.00133","0.52 | 0.00132","10.06","9.86","25.8","18 m -   41 m","bK17S02Q"
"(2012 VH77)","2012-Nov-12 20:59 ± < 00:01","0.52 | 0.00133","0.52 | 0.00133","11.28","11.10","27.3","9.2 m -   21 m","bK12V77H"
"(2016 DA31)","2016-Feb-29 15:56 ±    00:02","0.52 | 0.00134","0.52 | 0.00133","13.88","13.74","29.9","2.8 m -  6.2 m","bK16D31A"
"(2011 GW9)","2011-Apr-06 04:54 ± < 00:01","0.52 | 0.00133","0.52 | 0.00133","11.36","11.18","28.1","6.4 m -   14 m","bK11G09W"
"(2016 GS134)","2016-Apr-01 05:56 ± < 00:01","0.52 | 0.00133","0.52 | 0.00133","11.24","11.06","27.7","7.7 m -   17 m","bK16GD4S"
"(2014 OP2)","2014-Jul-24 08:35 ± < 00:01","0.52 | 0.00133","0.52 | 0.00133","11.67","11.50","29.1","4.0 m -  9.0 m","bK14O02P"
"(2018 WG2)","2018-Nov-30 19:09 ± < 00:01","0.52 | 0.00134","0.52 | 0.00133","6.75","6.45","30.1","2.5 m -  5.7 m","bK18W02G"
"(2015 TQ21)","2092-Oct-06 17:21 ± 9_23:12","0.73 | 0.00189","0.52 | 0.00135","19.94","19.87","27.4","8.8 m -   20 m","bK15T21Q"
"(2016 EK1)","2016-Mar-03 18:06 ± < 00:01","0.53 | 0.00135","0.53 | 0.00135","18.49","18.38","29.1","4.0 m -  9.0 m","bK16E01K"
"(2012 JU)","2012-May-13 13:20 ± < 00:01","0.53 | 0.00136","0.53 | 0.00135","13.38","13.23","28.3","5.8 m -   13 m","bK12J00U"
"(2016 JS5)","2016-May-05 22:47 ± < 00:01","0.53 | 0.00136","0.53 | 0.00135","16.08","15.95","30.7","1.9 m -  4.3 m","bK16J05S"
"(2010 WC9)","2018-May-15 22:05 ± < 00:01","0.53 | 0.00136","0.53 | 0.00136","12.81","12.66","23.6","51 m -  110 m","bK10W09C"
"(2006 BF56)","2006-Jan-29 10:33 ± < 00:01","0.53 | 0.00137","0.53 | 0.00137","25.45","25.37","29.6","3.2 m -  7.1 m","bK06B56F"
"(2013 PS13)","2013-Aug-09 05:21 ± < 00:01","0.53 | 0.00137","0.53 | 0.00137","17.39","17.28","27.2","9.7 m -   22 m","bK13P13S"
"(2017 SZ32)","2017-Sep-20 15:49 ±    00:02","0.53 | 0.00137","0.53 | 0.00137","22.33","22.24","29.2","3.8 m -  8.5 m","bK17S32Z"
"(2007 YP56)","2007-Dec-27 16:50 ±    00:11","0.54 | 0.00138","0.54 | 0.00138","21.34","21.25","25.8","18 m -   41 m","bK07Y56P"
"(2018 MZ4)","2018-Jun-16 18:55 ± < 00:01","0.54 | 0.00139","0.54 | 0.00139","9.76","9.57","28.8","4.6 m -   10 m","bK18M04Z"
"(2008 GM2)","2008-Apr-03 21:46 ± < 00:01","0.54 | 0.00139","0.54 | 0.00139","5.02","4.63","28.3","5.8 m -   13 m","bK08G02M"
"(2017 AG13)","2017-Jan-09 12:50 ± < 00:01","0.54 | 0.00139","0.54 | 0.00139","15.70","15.58","26.1","16 m -   36 m","bK17A13G"
"(2016 CW264)","2016-Feb-10 11:38 ±    00:02","0.55 | 0.00141","0.54 | 0.00140","24.48","24.41","29.8","2.9 m -  6.5 m","bK16CQ4W"
"(2019 UG11)","2019-Nov-01 20:42 ± < 00:01","0.55 | 0.00140","0.55 | 0.00140","10.11","9.92","26.8","12 m -   26 m","bK19U11G"
"(2014 LN17)","2014-Jun-03 12:56 ±    00:04","0.56 | 0.00143","0.55 | 0.00141","24.67","24.60","27.0","11 m -   24 m","bK14L17N"
"(2019 ON3)","2019-Jul-29 01:19 ±    00:14","0.56 | 0.00143","0.55 | 0.00142","14.16","14.03","27.8","7.3 m -   16 m","bK19O03N"
"(2010 VB1)","1936-Jan-06 12:08 ± < 00:01","0.55 | 0.00142","0.55 | 0.00142","8.05","7.81","23.2","61 m -  140 m","bK10V01B"
"(2013 TR12)","2013-Oct-04 09:52 ± < 00:01","0.56 | 0.00143","0.56 | 0.00143","14.50","14.37","28.5","5.3 m -   12 m","bK13T12R"
"(2015 LR21)","1955-Jun-19 01:24 ±    00:14","0.59 | 0.00151","0.56 | 0.00143","14.00","13.88","26.6","13 m -   28 m","bK15L21R"
"(2014 HO132)","1911-May-05 16:05 ± 5_20:39","0.56 | 0.00143","0.56 | 0.00143","9.08","8.87","25.7","19 m -   43 m","bK14HD2O"
"(2018 EZ2)","2018-Mar-14 02:41 ± < 00:01","0.56 | 0.00144","0.56 | 0.00144","9.47","9.28","26.6","13 m -   28 m","bK18E02Z"
"(2016 TG94)","2016-Oct-08 01:33 ±    00:03","0.56 | 0.00145","0.56 | 0.00144","8.99","8.79","29.7","3.1 m -  7.0 m","bK16T94G"
"(2017 QN2)","2017-Aug-20 21:56 ± < 00:01","0.56 | 0.00145","0.56 | 0.00144","15.29","15.17","28.3","5.8 m -   13 m","bK17Q02N"
"(2005 XA8)","2005-Dec-05 11:12 ± < 00:01","0.56 | 0.00145","0.56 | 0.00145","12.21","12.06","25.7","19 m -   43 m","bK05X08A"
"(2013 BR27)","2013-Jan-15 23:31 ±    00:06","0.57 | 0.00146","0.56 | 0.00145","11.16","11.00","27.8","7.3 m -   16 m","bK13B27R"
"(2003 UM3)","2003-Oct-12 01:25 ± 1_00:52","0.72 | 0.00186","0.57 | 0.00146","12.85","12.74","28.1","6.4 m -   14 m","bK03U03M"
"(2020 CA)","2020-Feb-02 15:49 ±    00:02","0.57 | 0.00147","0.57 | 0.00146","13.26","13.12","29.6","3.2 m -  7.2 m","bK20C00A"
"(2017 FU102)","2017-Apr-02 20:18 ± < 00:01","0.57 | 0.00146","0.57 | 0.00146","7.53","7.29","28.7","4.8 m -   11 m","bK17FA2U"
"(2018 FL29)","2018-Mar-17 23:18 ±    00:20","0.58 | 0.00148","0.57 | 0.00146","12.04","11.89","30.1","2.6 m -  5.7 m","bK18F29L"
"(2019 GC6)","2019-Apr-18 06:41 ± < 00:01","0.57 | 0.00146","0.57 | 0.00146","5.62","5.29","26.5","13 m -   30 m","bK19G06C"
"(2014 WE6)","2014-Nov-13 18:06 ±    00:02","0.57 | 0.00147","0.57 | 0.00147","4.79","4.39","30.4","2.2 m -  4.9 m","bK14W06E"
"(2007 HB15)","2007-Apr-24 20:32 ± < 00:01","0.57 | 0.00147","0.57 | 0.00147","6.64","6.37","27.7","7.7 m -   17 m","bK07H15B"
"(2018 UL)","2018-Oct-17 11:34 ± < 00:01","0.57 | 0.00148","0.57 | 0.00147","5.81","5.49","29.2","3.8 m -  8.6 m","bK18U00L"
"(2007 US51)","2007-Oct-30 06:06 ± < 00:01","0.58 | 0.00149","0.58 | 0.00149","15.31","15.19","27.2","9.7 m -   22 m","bK07U51S"
"(2011 EB74)","2011-Mar-16 21:50 ±    03:16","0.85 | 0.00219","0.58 | 0.00149","7.69","7.53","26.9","11 m -   25 m","bK11E74B"
"(2016 CE)","1971-Feb-04 22:45 ±    19:27","0.86 | 0.00221","0.58 | 0.00149","8.33","8.18","28.5","5.3 m -   12 m","bK16C00E"
"(2017 DR34)","2017-Feb-25 04:52 ± < 00:01","0.58 | 0.00149","0.58 | 0.00149","11.41","11.25","29.2","3.8 m -  8.6 m","bK17D34R"
"(2019 HE)","2019-Apr-20 21:12 ± < 00:01","0.58 | 0.00150","0.58 | 0.00149","12.18","12.03","26.7","12 m -   27 m","bK19H00E"
"(2017 YZ4)","2017-Dec-28 15:50 ± < 00:01","0.58 | 0.00149","0.58 | 0.00149","9.57","9.38","28.1","6.4 m -   14 m","bK17Y04Z"
"(2012 KA)","2012-May-17 18:24 ± < 00:01","0.58 | 0.00150","0.58 | 0.00150","14.50","14.37","28.6","5.1 m -   11 m","bK12K00A"
"(2018 RC)","2018-Sep-09 12:09 ± < 00:01","0.58 | 0.00150","0.58 | 0.00150","5.33","4.99","24.9","28 m -   62 m","bK18R00C"
"(2012 XE54)","2012-Dec-11 10:05 ± < 00:01","0.59 | 0.00150","0.58 | 0.00150","13.27","13.14","25.4","22 m -   49 m","bK12X54E"
"(2019 UU1)","2019-Oct-18 06:23 ± < 00:01","0.59 | 0.00151","0.59 | 0.00151","7.64","7.41","30.4","2.2 m -  4.9 m","bK19U01U"
"(2017 UK8)","2017-Oct-30 05:18 ± < 00:01","0.59 | 0.00151","0.59 | 0.00151","14.07","13.95","28.2","6.1 m -   14 m","bK17U08K"
"(2002 JE9)","1971-Apr-11 02:57 ±    00:11","0.62 | 0.00158","0.59 | 0.00151","13.24","13.11","21.2","150 m -  340 m","bK02J09E"
"(2013 RG)","2013-Sep-03 10:27 ± < 00:01","0.59 | 0.00151","0.59 | 0.00151","16.17","16.06","29.4","3.5 m -  7.8 m","bK13R00G"
"(2016 TD)","2016-Sep-30 17:15 ± < 00:01","0.59 | 0.00151","0.59 | 0.00151","13.82","13.69","28.1","6.4 m -   14 m","bK16T00D"
"(2012 VJ38)","2012-Nov-14 01:52 ± < 00:01","0.59 | 0.00151","0.59 | 0.00151","4.89","4.51","28.5","5.3 m -   12 m","bK12V38J"
"(2011 UT)","2011-Oct-12 19:15 ±    00:05","0.59 | 0.00152","0.59 | 0.00151","10.17","9.99","26.0","17 m -   38 m","bK11U00T"
"(2006 DM63)","2006-Feb-24 03:54 ±    00:46","0.60 | 0.00153","0.59 | 0.00152","10.51","10.34","26.7","12 m -   27 m","bK06D63M"
"(2018 WR)","2052-Nov-13 02:20 ± 9_07:11","0.72 | 0.00186","0.59 | 0.00152","6.99","6.78","26.2","15 m -   34 m","bK18W00R"
"(2014 YW14)","1968-Dec-28 03:32 ± 1_09:34","0.64 | 0.00165","0.60 | 0.00153","8.63","8.44","27.6","8.0 m -   18 m","bK14Y14W"
"(2019 BE5)","2079-Jan-29 17:08 ±    00:31","0.64 | 0.00164","0.60 | 0.00153","13.77","13.66","25.1","25 m -   57 m","bK19B05E"
"(2015 WP2)","2015-Nov-20 01:43 ± < 00:01","0.60 | 0.00154","0.60 | 0.00153","12.84","12.70","30.1","2.5 m -  5.7 m","bK15W02P"
"(2012 EZ1)","2012-Mar-01 10:36 ±    00:02","0.60 | 0.00155","0.60 | 0.00153","13.78","13.65","28.8","4.6 m -   10 m","bK12E01Z"
"(2019 FA)","2019-Mar-16 01:14 ± < 00:01","0.60 | 0.00154","0.60 | 0.00154","6.04","5.75","28.7","4.8 m -   11 m","bK19F00A"
"(2016 EL1)","2016-Mar-04 11:54 ± < 00:01","0.60 | 0.00154","0.60 | 0.00154","20.13","20.04","27.8","7.3 m -   16 m","bK16E01L"
"(2012 EG5)","2012-Apr-01 09:33 ± < 00:01","0.60 | 0.00154","0.60 | 0.00154","8.54","8.34","24.3","37 m -   82 m","bK12E05G"
"152680 (1998 KJ9)","1914-Dec-31 12:01 ± < 00:01","0.61 | 0.00156","0.60 | 0.00155","21.10","21.02","19.4","350 m -  780 m","a0152680"
"(2011 YB63)","2012-Jan-02 10:15 ±    00:04","0.61 | 0.00156","0.61 | 0.00156","8.53","8.33","29.8","2.9 m -  6.5 m","bK11Y63B"
"(2019 DG2)","2019-Feb-26 07:39 ±    00:24","0.61 | 0.00158","0.61 | 0.00156","21.04","20.96","28.5","5.4 m -   12 m","bK19D02G"
"(2017 HG4)","2017-Apr-22 06:24 ± < 00:01","0.61 | 0.00156","0.61 | 0.00156","4.02","3.57","27.7","7.7 m -   17 m","bK17H04G"
"(2007 VF189)","2007-Nov-14 03:21 ± < 00:01","0.61 | 0.00156","0.61 | 0.00156","11.61","11.46","28.3","5.8 m -   13 m","bK07VI9F"
"456938 (2007 YV56)","2101-Jan-02 04:46 ±    00:05","0.62 | 0.00160","0.62 | 0.00158","19.28","19.19","21.0","170 m -  380 m","a0456938"
"(2011 SE58)","2011-Sep-27 02:47 ± < 00:01","0.62 | 0.00159","0.62 | 0.00158","15.84","15.73","27.8","7.3 m -   16 m","bK11S58E"
"(2004 FY15)","2004-Mar-27 20:22 ± < 00:01","0.62 | 0.00160","0.62 | 0.00159","8.57","8.38","26.1","16 m -   36 m","bK04F15Y"
"(2015 BP513)","2015-Jan-18 17:09 ± < 00:01","0.62 | 0.00160","0.62 | 0.00160","7.75","7.54","26.7","12 m -   27 m","bK15Bp3P"
"(2011 YC63)","2011-Dec-30 02:16 ±    00:07","0.63 | 0.00161","0.62 | 0.00160","18.80","18.71","29.0","4.2 m -  9.4 m","bK11Y63C"
"(2018 WE)","2018-Nov-18 13:55 ± < 00:01","0.62 | 0.00160","0.62 | 0.00160","12.80","12.67","28.4","5.6 m -   12 m","bK18W00E"
"(2011 EM40)","2011-Mar-08 04:06 ±    00:02","0.63 | 0.00162","0.63 | 0.00161","10.79","10.64","28.0","6.7 m -   15 m","bK11E40M"
"(2008 TN9)","2008-Oct-03 14:50 ±    03:13","0.64 | 0.00165","0.63 | 0.00161","9.09","8.91","27.8","7.3 m -   16 m","bK08T09N"
"(2020 DW)","2020-Feb-18 17:02 ± < 00:01","0.63 | 0.00161","0.63 | 0.00161","4.04","3.61","30.3","2.3 m -  5.1 m","bK20D00W"
"(2003 YS70)","1949-Jan-01 02:53 ± 1_01:08","0.68 | 0.00174","0.63 | 0.00161","3.64","3.19","29.1","4.0 m -  9.0 m","bK03Y70S"
"(2018 BF3)","2018-Jan-19 03:00 ± < 00:01","0.63 | 0.00162","0.63 | 0.00162","13.47","13.34","26.0","17 m -   38 m","bK18B03F"
"153201 (2000 WO107)","2140-Dec-01 19:50 ± < 00:01","0.63 | 0.00163","0.63 | 0.00162","26.02","25.96","19.3","370 m -  820 m","a0153201"
"(2010 UY7)","2010-Oct-26 17:11 ±    00:02","0.63 | 0.00163","0.63 | 0.00163","4.26","3.85","28.5","5.3 m -   12 m","bK10U07Y"
"(2013 RZ53)","2013-Sep-18 22:51 ± < 00:01","0.63 | 0.00163","0.63 | 0.00163","2.18","1.22","31.1","1.6 m -  3.6 m","bK13R53Z"
"(2019 SJ)","2019-Sep-16 18:56 ± < 00:01","0.64 | 0.00163","0.64 | 0.00163","8.68","8.49","27.6","8.0 m -   18 m","bK19S00J"
"(2014 MH6)","2014-Jun-22 14:05 ±    00:02","0.64 | 0.00165","0.64 | 0.00164","16.20","16.10","27.1","10 m -   23 m","bK14M06H"
"(2011 CA4)","2011-Jan-31 04:08 ±    00:10","0.64 | 0.00165","0.64 | 0.00165","6.00","5.73","27.1","10 m -   23 m","bK11C04A"
"(2010 RX30)","2010-Sep-08 09:51 ± < 00:01","0.64 | 0.00166","0.64 | 0.00166","10.00","9.84","27.1","10 m -   23 m","bK10R30X"
"(2019 LW4)","2019-Jun-08 17:04 ± < 00:01","0.65 | 0.00166","0.64 | 0.00166","8.78","8.59","27.3","9.2 m -   21 m","bK19L04W"
"(2011 EN11)","2011-Mar-03 08:47 ±    00:02","0.65 | 0.00166","0.64 | 0.00166","11.21","11.06","27.9","7.0 m -   16 m","bK11E11N"
"153814 (2001 WN5)","2028-Jun-26 05:23 ± < 00:01","0.65 | 0.00166","0.65 | 0.00166","10.24","10.08","18.3","580 m -  1.3 km","a0153814"
"(2010 KV39)","2010-May-26 21:42 ± < 00:01","0.65 | 0.00167","0.65 | 0.00167","10.44","10.29","26.8","12 m -   26 m","bK10K39V"
"(2018 EF4)","2059-Mar-07 05:32 ± 8_00:40","0.85 | 0.00217","0.65 | 0.00167","5.50","5.27","26.3","15 m -   33 m","bK18E04F"
"(2013 UR1)","2013-Oct-21 22:05 ± < 00:01","0.65 | 0.00168","0.65 | 0.00167","21.85","21.77","27.9","7.0 m -   16 m","bK13U01R"
"(2018 WA1)","2018-Nov-13 18:28 ± < 00:01","0.65 | 0.00168","0.65 | 0.00168","3.30","2.78","30.1","2.5 m -  5.7 m","bK18W01A"
"(2007 UY1)","2156-Feb-13 23:22 ±    08:48","0.69 | 0.00176","0.65 | 0.00168","5.77","5.50","22.9","70 m -  160 m","bK07U01Y"
"(2019 DS1)","1970-Feb-26 14:00 ±    00:51","0.92 | 0.00237","0.65 | 0.00168","10.53","10.42","25.6","20 m -   45 m","bK19D01S"
"(2012 TV)","2012-Oct-07 15:05 ± < 00:01","0.66 | 0.00170","0.66 | 0.00170","16.79","16.70","25.2","24 m -   54 m","bK12T00V"
"(2017 SS12)","2017-Sep-24 15:32 ± < 00:01","0.67 | 0.00172","0.67 | 0.00172","10.31","10.16","27.1","10 m -   23 m","bK17S12S"
"(2009 TD17)","2009-Oct-05 11:51 ±    00:30","0.67 | 0.00173","0.67 | 0.00172","6.84","6.61","27.7","7.7 m -   17 m","bK09T17D"
"(2018 GR11)","2018-Apr-07 07:52 ±    02:12","0.69 | 0.00177","0.67 | 0.00173","9.90","9.74","28.5","5.3 m -   12 m","bK18G11R"
"(2014 DK10)","2014-Feb-21 11:27 ± < 00:01","0.68 | 0.00174","0.68 | 0.00174","12.02","11.89","27.7","7.7 m -   17 m","bK14D10K"
"(2014 UU56)","2014-Oct-19 11:03 ± < 00:01","0.68 | 0.00174","0.68 | 0.00174","8.40","8.21","28.6","5.1 m -   11 m","bK14U56U"
"(2005 BS1)","2005-Jan-13 10:10 ±    00:10","0.68 | 0.00175","0.68 | 0.00174","12.46","12.33","27.5","8.4 m -   19 m","bK05B01S"
"(2009 WP6)","2009-Nov-15 14:49 ±    00:13","0.69 | 0.00176","0.68 | 0.00174","25.34","25.28","26.8","12 m -   26 m","bK09W06P"
"(2014 EX24)","2014-Mar-09 14:35 ±    00:04","0.68 | 0.00176","0.68 | 0.00175","16.20","16.10","28.6","5.1 m -   11 m","bK14E24X"
"(2007 EK)","2007-Mar-13 05:30 ± < 00:01","0.69 | 0.00177","0.69 | 0.00176","8.55","8.38","29.3","3.7 m -  8.2 m","bK07E00K"
"(2016 NK22)","2016-Jul-11 13:15 ± < 00:01","0.69 | 0.00177","0.69 | 0.00177","7.12","6.90","29.0","4.2 m -  9.4 m","bK16N22K"
"(2019 NK1)","2019-Jul-02 09:49 ± < 00:01","0.69 | 0.00177","0.69 | 0.00177","8.27","8.08","29.9","2.8 m -  6.2 m","bK19N01K"
"(2011 UL169)","2011-Oct-26 02:32 ± < 00:01","0.69 | 0.00177","0.69 | 0.00177","9.54","9.38","28.3","5.8 m -   13 m","bK11UG9L"
"(2009 JL2)","2009-May-13 21:32 ± < 00:01","0.69 | 0.00177","0.69 | 0.00177","12.92","12.80","26.0","17 m -   38 m","bK09J02L"
"(2010 SK13)","2010-Sep-30 15:59 ± < 00:01","0.69 | 0.00178","0.69 | 0.00177","18.63","18.55","27.4","8.8 m -   20 m","bK10S13K"
"(2020 BB5)","2020-Jan-22 00:20 ± < 00:01","0.69 | 0.00177","0.69 | 0.00177","9.02","8.86","29.7","3.1 m -  6.9 m","bK20B05B"
"(2017 BX)","2017-Jan-25 04:54 ± < 00:01","0.69 | 0.00178","0.69 | 0.00178","7.44","7.23","28.0","6.7 m -   15 m","bK17B00X"
"(2019 JK)","2019-Apr-30 08:12 ± < 00:01","0.69 | 0.00178","0.69 | 0.00178","17.91","17.82","28.0","6.7 m -   15 m","bK19J00K"
"(2006 UJ185)","2006-Oct-30 16:43 ±    00:02","0.70 | 0.00179","0.69 | 0.00178","15.60","15.50","27.9","7.0 m -   16 m","bK06UI5J"
"(2018 NX)","2086-Jul-05 20:38 ± 4_04:41","0.69 | 0.00178","0.69 | 0.00178","3.70","3.27","27.7","7.7 m -   17 m","bK18N00X"
"(2016 VB1)","2016-Nov-07 15:57 ± < 00:01","0.70 | 0.00179","0.70 | 0.00179","5.72","5.46","28.6","5.1 m -   11 m","bK16V01B"
"(2018 SC)","2018-Sep-18 14:46 ± < 00:01","0.70 | 0.00179","0.70 | 0.00179","14.03","13.92","28.0","6.7 m -   15 m","bK18S00C"
"(2014 OM207)","2014-Jul-25 06:39 ± < 00:01","0.70 | 0.00180","0.70 | 0.00179","8.44","8.26","29.1","4.0 m -  9.0 m","bK14OK7M"
"(2012 AQ)","2011-Dec-29 08:32 ±    00:02","0.70 | 0.00180","0.70 | 0.00179","3.28","2.79","30.7","1.9 m -  4.3 m","bK12A00Q"
"(2016 FE15)","2016-Mar-28 14:18 ± < 00:01","0.70 | 0.00180","0.70 | 0.00180","12.28","12.16","28.8","4.6 m -   10 m","bK16F15E"
"(2020 CD3)","2019-Jun-30 17:06 ±    10:02","0.72 | 0.00185","0.70 | 0.00180","1.56","NaN","31.7","1.2 m -  2.7 m","bK20C03D"
"(2006 EC)","2006-Mar-08 15:19 ± < 00:01","0.70 | 0.00181","0.70 | 0.00180","7.65","7.45","26.6","13 m -   28 m","bK06E00C"
"(2017 FX158)","2017-Mar-20 02:16 ±    00:03","0.71 | 0.00182","0.70 | 0.00181","8.72","8.55","29.0","4.2 m -  9.5 m","bK17FF8X"
"(2012 XL134)","2012-Dec-15 15:43 ± < 00:01","0.72 | 0.00184","0.71 | 0.00183","10.05","9.90","27.8","7.3 m -   16 m","bK12XD4L"
"(2017 SU17)","2017-Sep-24 08:12 ± < 00:01","0.72 | 0.00185","0.72 | 0.00184","8.44","8.27","28.0","6.7 m -   15 m","bK17S17U"
"(2013 CL129)","2013-Feb-11 12:47 ±    00:24","0.72 | 0.00186","0.72 | 0.00185","6.07","5.83","28.4","5.6 m -   12 m","bK13CC9L"
"(2004 HE)","2004-Apr-18 00:21 ± < 00:01","0.72 | 0.00185","0.72 | 0.00185","18.25","18.17","26.8","12 m -   26 m","bK04H00E"
"(2019 WV1)","2019-Nov-19 23:56 ±    00:01","0.72 | 0.00185","0.72 | 0.00185","8.85","8.68","28.0","6.7 m -   15 m","bK19W01V"
"(2006 RH120)","2007-Jun-14 05:31 ± < 00:01","0.72 | 0.00185","0.72 | 0.00185","1.57","NaN","29.5","3.3 m -  7.5 m","bK06RC0H"
"(2017 TF5)","2017-Oct-10 07:40 ±    01:01","0.73 | 0.00188","0.72 | 0.00185","22.82","22.75","25.4","22 m -   49 m","bK17T05F"
"(2018 FQ3)","2018-Mar-19 05:59 ± < 00:01","0.73 | 0.00187","0.72 | 0.00185","11.04","10.91","28.6","5.1 m -   11 m","bK18F03Q"
"(2009 KR21)","2009-Jun-01 10:07 ±    00:02","0.74 | 0.00190","0.72 | 0.00186","12.98","12.87","26.7","12 m -   27 m","bK09K21R"
"(2019 SS3)","2019-Sep-22 22:48 ±    00:21","0.73 | 0.00188","0.73 | 0.00186","14.42","14.32","26.2","15 m -   34 m","bK19S03S"
"(2019 SD1)","2019-Sep-21 06:46 ± < 00:01","0.73 | 0.00187","0.73 | 0.00186","24.09","24.03","28.5","5.3 m -   12 m","bK19S01D"
"(2015 VP64)","2015-Nov-05 09:15 ±    00:03","0.73 | 0.00187","0.73 | 0.00187","20.45","20.38","28.3","5.8 m -   13 m","bK15V64P"
"(2012 HM13)","2012-Apr-19 11:41 ± < 00:01","0.73 | 0.00188","0.73 | 0.00187","13.05","12.94","28.2","6.1 m -   14 m","bK12H13M"
"(2018 BX)","2018-Jan-19 23:00 ± < 00:01","0.73 | 0.00188","0.73 | 0.00187","5.85","5.60","29.1","4.0 m -  9.0 m","bK18B00X"
"(2006 OK3)","2006-Jul-23 10:45 ± < 00:01","0.73 | 0.00188","0.73 | 0.00188","14.73","14.63","27.1","10 m -   23 m","bK06O03K"
"(2015 CH13)","2015-Feb-11 06:17 ± < 00:01","0.73 | 0.00189","0.73 | 0.00188","15.30","15.20","28.6","5.1 m -   11 m","bK15C13H"
"(2019 GP21)","2019-Mar-31 19:00 ±    07:46","0.93 | 0.00238","0.73 | 0.00188","10.98","10.88","29.8","3.0 m -  6.6 m","bK19G21P"
"(2018 BC)","2018-Jan-19 20:23 ± < 00:01","0.73 | 0.00189","0.73 | 0.00189","2.67","2.07","29.4","3.5 m -  7.8 m","bK18B00C"
"(2013 UV3)","2013-Oct-29 21:49 ± < 00:01","0.74 | 0.00189","0.73 | 0.00189","16.69","16.60","26.8","12 m -   26 m","bK13U03V"
"(2018 DU)","2018-Feb-25 18:22 ± < 00:01","0.74 | 0.00190","0.74 | 0.00190","4.60","4.28","28.3","5.8 m -   13 m","bK18D00U"
"(2018 TV)","2018-Oct-07 20:05 ± < 00:01","0.74 | 0.00190","0.74 | 0.00190","8.51","8.34","28.6","5.1 m -   11 m","bK18T00V"
"(2015 KW121)","2015-May-23 18:02 ± < 00:01","0.74 | 0.00191","0.74 | 0.00190","21.06","21.00","26.1","16 m -   36 m","bK15KC1W"
"(2016 NJ22)","2016-Jul-07 10:14 ± < 00:01","0.74 | 0.00191","0.74 | 0.00190","7.00","6.79","28.4","5.6 m -   12 m","bK16N22J"
"(2017 HV2)","2076-Apr-23 19:37 ± 5_17:49","0.74 | 0.00191","0.74 | 0.00191","9.42","9.27","28.9","4.4 m -  9.9 m","bK17H02V"
"(2009 DO111)","2146-Mar-23 08:47 ±    01:34","0.90 | 0.00230","0.74 | 0.00191","9.14","9.02","22.8","73 m -  160 m","bK09DB1O"
"(2010 UJ7)","2010-Nov-02 02:37 ± < 00:01","0.75 | 0.00191","0.74 | 0.00191","9.38","9.23","25.4","22 m -   49 m","bK10U07J"
"(2005 VL1)","1965-Oct-27 17:50 ±    00:02","0.75 | 0.00193","0.75 | 0.00192","6.73","6.52","26.5","13 m -   30 m","bK05V01L"
"(2011 DU9)","2011-Feb-23 19:03 ±    00:01","0.75 | 0.00192","0.75 | 0.00192","8.92","8.76","26.7","12 m -   27 m","bK11D09U"
"(2015 XY261)","2015-Dec-15 13:52 ± < 00:01","0.75 | 0.00193","0.75 | 0.00193","11.92","11.81","27.2","9.7 m -   22 m","bK15XQ1Y"
"(2020 CD3)","2019-Nov-18 13:02 ±    02:05","0.75 | 0.00194","0.75 | 0.00193","1.54","NaN","31.7","1.2 m -  2.7 m","bK20C03D"
"(2010 VC140)","2010-Nov-13 14:12 ± < 00:01","0.75 | 0.00194","0.75 | 0.00193","4.83","4.54","27.9","7.0 m -   16 m","bK10VE0C"
